id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
960858,"New, Stylish & Luxury Studio Condo",3769704,Pat,,Sai Mai,13.9077,100.64473,Private room,,1,0,,,1,0,0,
969792,1 penthouse in central Bangkok,5297436,Anya,,Ratchathewi,13.75428,100.53329,Entire home/apt,,1,0,,,1,0,0,
973830,BangLuang House1 @ Bangkok Thailand,5325919,วสวัตติ์,,Bangkok Yai,13.73292,100.46413,Private room,1956,1,88,2024-08-07,0.63,3,308,8,
976690,Beautiful 1 BR apartment @BTS Ari,5344120,Nattavut,,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,30,90,2022-11-15,0.65,4,275,0,
978969,"60 m2 apartment in Thong Lor, Bangkok",5358785,Danny,,Vadhana,13.73224,100.57803,Entire home/apt,1695,4,6,2023-01-01,0.05,1,224,0,
988373,BangLuang House 2@ Bangkok Thailand,5325919,วสวัตติ์,,Phasi Charoen,13.73122,100.46228,Entire home/apt,2000,1,122,2024-08-24,0.87,3,319,16,
1016487,Private room in Bangkok,5594281,Yodying,,Chatu Chak,13.82148,100.58326,Private room,,30,0,,,1,0,0,
1019241,Chic two bedroom for Monthly rental,3323622,Phoebe,,Bang Rak,13.72687,100.52725,Entire home/apt,,30,102,2020-02-20,0.74,1,0,0,
1026451,"♡Chic Studio, Easy Walk to Pier & BTS Taksin♡",3346331,Bee,,Sathon,13.71192,100.51535,Entire home/apt,750,2,533,2024-09-20,3.85,7,258,32,
1028469,One Bedroom Suite- WIFI- SATHORN,2148220,Marvin,,Sathon,13.71602,100.52663,Private room,2278,1,0,,,4,267,0,
1028486,STUDIO RM2 - WIFI- SATHORN,2148220,Marvin,,Sathon,13.71711,100.52776,Private room,1472,1,4,2014-11-12,0.03,4,267,0,
1035351,Room for Group stay 4pax,4115838,Primrose,,Thawi Watthana,13.79318,100.33369,Private room,3500,1,0,,,6,365,0,
1035589,Double  Bed Apartment,4115838,Primrose,,Thawi Watthana,13.79274,100.33377,Private room,2000,2,2,2023-10-11,0.09,6,328,1,
1035640,Double Bed Apartment,4115838,Primrose,,Thawi Watthana,13.79315,100.33356,Private room,2140,2,1,2023-07-08,0.07,6,365,0,
1041976,"Newly renovated tranquil w/ a free transfer, Siam",5735895,Pariya,,Parthum Wan,13.74814,100.52016,Entire home/apt,3171,3,323,2024-09-03,2.40,2,320,28,
1052180,"City View, relaxed theme & delicious food around",5793490,Nicky,,Bang Kho laen,13.69947,100.52726,Entire home/apt,950,2,44,2024-09-16,0.34,6,180,10,
1057173,"IdeoMix, Sukhumvit RD, close to BTS",5822937,Piya,,Bang Na,13.67951,100.60935,Entire home/apt,999,5,182,2024-08-14,1.38,1,204,10,
1067748,5 mins by car from Chong Nonsi BTS Station,4154759,Mimi,,Sathon,13.71498,100.53312,Entire home/apt,1300,1,50,2024-08-25,0.46,5,96,9,
1079039,Spacious 1Bed apartment,5935474,Tisa,,Huai Khwang,13.75224,100.58979,Entire home/apt,1169,15,0,,,1,180,0,
1086843,Near Bangkok more space than urban!,4937984,Sugarcane,,Phra Nakhon,13.75301,100.4943,Shared room,,1,0,,,1,0,0,
1088343,"On Nut BTS, 2 bed 2 bath, Big C, Lotus",5981006,Sibyl,,Vadhana,13.7104,100.60171,Entire home/apt,2869,30,17,2020-01-04,0.13,1,365,0,
1094136,"Private, relaxed with amenities",5793490,Nicky,,Bang Kho laen,13.69949,100.52725,Entire home/apt,1030,2,29,2024-04-15,0.24,6,167,7,
1103074,2BR - PRIME 11 Condo ✰Sukhumvit  11,5068603,Dean,,Vadhana,13.72548,100.60012,Entire home/apt,,1,1,2013-07-18,0.01,2,365,0,
1133843,เฮ้าส์โหมด House Mode,6220137,Prapussorn,,Thon buri,13.72646255738608,100.49129336748284,Private room,,1,0,,,1,0,0,
1138679,1 Bed Pool Access Onnut BTS,4877320,Nisa,,Suanluang,13.71119,100.63334,Entire home/apt,9389,21,0,,,2,365,0,
1141969,Great location on a charming loft,6262801,Andrea,,Bang Rak,13.72687,100.52326,Entire home/apt,5542,30,8,2019-01-22,0.06,1,358,0,
1151862,phiyapa,6313832,Psirivedin,,Don Mueang,13.92649,100.58681,Private room,,1,0,,,1,0,0,
1155399,"Premium2B2BApt10m,Subway,Airport",6329126,Borisut,,Ratchathewi,13.75086,100.55932,Private room,,180,0,,,1,0,0,
1160838,Spacious 2 Bedroom Apartment near BTS-non smoking,1513875,Suchada,,Phaya Thai,13.7736,100.54079,Entire home/apt,2214,1,438,2024-09-17,3.78,4,361,180,
1187726,Private Studio Bed Room Walkable from BTS Ari,5402740,Nattha,,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,19,2024-06-11,0.29,1,344,1,
1218098,Transit DMK & Not far from Impact,6647138,NiNew,,Lak Si,13.88974,100.56257,Private room,,1,28,2023-11-12,0.21,4,356,1,
1218842,F/F Studio APT For Rent. ARI BTS.,6648722,Taweewat  (Ken),,Phaya Thai,13.78148,100.54868,Private room,1025,2,1,2019-01-04,0.01,2,365,0,
1227663,Cool Luxury Apt in Best Location (great wifi),5469059,Andrew,,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,28,124,2024-04-02,0.90,1,277,3,
1235695,Furnished studio 5min from Skytrain,4583001,Suchela,,Phaya Thai,13.78761,100.55319,Entire home/apt,,365,0,,,2,0,0,
1244333,"Private Room@Chatuchak,BTS,JJ market,DMK airport",2087671,Apipu,,Phaya Thai,13.79221,100.54631,Private room,,1,33,2020-03-15,0.52,1,0,0,
1255386,SSIP HOME-15minWalkKhaosan-FreeBreakfast-TripleBed,6838199,Sirikamol,,Dusit,13.76938,100.50498,Private room,,1,0,,,3,0,0,
1296322,Mini chic Apartment -BTS S Taksin,2129668,Wimonpak,,Sathon,13.71425,100.51332,Entire home/apt,743,1,223,2024-02-19,1.63,45,52,5,
1302302,2 Beds Serviced Modern Oriental SkyVillas,6132593,Salvatore,,Sathon,13.72027,100.52851,Entire home/apt,4050,2,155,2024-08-05,1.15,7,99,11,
1316688,Contemporary Modern Duplex - Thonglor,5394070,Eva,,Khlong Toei,13.72242,100.57962,Entire home/apt,1369,30,85,2024-08-18,0.63,1,34,5,
1338281,Loft Studio 6 min BTS Sapan Taksin,2129668,Wimonpak,,Sathon,13.71506,100.51319,Entire home/apt,950,1,131,2024-08-18,0.96,45,323,12,
1338489,FABB Modern 4 BTS Sapan Taksin,2129668,Wimonpak,,Sathon,13.7133,100.51337,Entire home/apt,999,1,173,2024-09-04,1.27,45,181,12,
1341114,Five artist loft apartments,7273604,Nim,,Bang Na,13.67811,100.60734,Entire home/apt,1750,28,0,,,4,365,0,
1341890,"Modern Studio near ARL, Wifi, 40%Monthly Discount!",7278395,Niramol,,Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,62,2024-08-22,0.46,10,112,2,
1344388,comfortable in Bangkok Near MRT,2653642,Hab,,Din Daeng,13.77126,100.57088,Private room,,2,0,,,1,0,0,
1350390,3.Cool Chic apartment walk 5 min BTS Sathon,2129668,Wimonpak,,Sathon,13.71813,100.51193,Entire home/apt,850,1,129,2024-06-02,0.95,45,343,9,
1353517,95 sqm. 2 br. 1-5 people. Next to thonglor bts,7327298,Notee,,Khlong Toei,13.72393,100.57647,Entire home/apt,2600,5,49,2024-08-24,0.46,4,171,15,
1394285,Superior Double Room Near Airport,7489121,Anis,,Suanluang,13.73789,100.64271,Private room,850,1,13,2024-07-19,0.14,13,365,5,
1395513,Superior Twin Room Near Airport,7489121,Anis,,Suanluang,13.73613,100.64319,Private room,1050,1,0,,,13,365,0,
1400351,Studio in Beung Kum,7489121,Anis,,Bueng Kum,13.78331,100.67281,Private room,,1,3,2019-09-19,0.05,13,365,0,
1404697,Superior Double Room Near Yanhen Hospital,7489121,Anis,,Bang Phlat,13.80698,100.5121,Private room,,1,0,,,13,364,0,
1405479,Junior Family Room Near Yanhee Hospital.,7489121,Anis,,Bang Phlat,13.807,100.51059,Private room,1676,1,0,,,13,365,0,
1405480,Superior Twin Room Near Yanhee Hospital,7489121,Anis,,Bang Phlat,13.80521,100.51066,Private room,,1,0,,,13,365,0,
1406065,Superior Db Rm Near Yanhee Hospital,7489121,Anis,,Bang Phlat,13.80685,100.5125,Private room,,1,0,,,13,364,0,
1412787,"Newly renovated 1BR by the river, near ICON SIAM",7616231,Jeab,,Khlong San,13.72174,100.50769,Entire home/apt,1660,3,134,2024-09-10,1.02,1,226,24,
1419797,2-room apartment@heart of BKK,7644106,Jirapha,,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,118,2024-09-01,0.87,1,97,13,
1420577,River view near ICON SIAM 74sqm. Free pick up,7647775,Hataipat,,Khlong San,13.71917,100.50919,Entire home/apt,2888,45,1,2013-08-25,0.01,5,116,0,
1421233,Close to river and near city. Free pick up,7647775,Hataipat,,Khlong San,13.71672,100.5092,Entire home/apt,1211,5,72,2020-02-27,0.56,5,117,0,
1440474,"Studio Sukhumvit 22, MRT BTS Asok Phrom Phong (2F)",7736004,Prim,,Khlong Toei,13.726709365844727,100.56356048583984,Entire home/apt,1850,1,13,2024-08-31,0.11,3,151,9,
1444053,Cozy 7th,7753623,Kia,,Chatu Chak,13.79598,100.56358,Private room,1636,2,0,,,1,179,0,
1452584,Quiet&Cozy Place on Thong Lor Street,578672,Warin,,Vadhana,13.73862,100.585,Private room,1049,3,1,2014-01-01,0.01,1,365,0,
1453230,LumpiniVille Prachachuen-Phongphet2,7795450,Kirawut,,Vadhana,13.7214,100.58484,Private room,,1,0,,,1,0,0,
1457235,City view Studio surrounding by street food,5793490,Nicky,,Bang Kho laen,13.69945,100.52725,Entire home/apt,1000,2,13,2024-07-08,0.11,6,180,4,
1463101,"Comfortable serviced 1BR, BTS, POOL",7840606,Nap,,Phaya Thai,13.78519,100.5496,Entire home/apt,,1,8,2022-12-03,0.08,1,0,0,
1485092,New Model Studio 24,5469970,Yair,,Suanluang,13.723466869331869,100.61650226072119,Entire home/apt,997,10,2,2016-11-13,0.02,19,365,0,
1485265,E03:New Model Studio 24 - Sukhumvit 77,5469970,Yair,,Suanluang,13.72301,100.61758,Entire home/apt,1013,28,17,2024-02-25,0.13,19,336,4,
1504766,Cozy Riverfront APT with sunset view,1681901,Pornpan,,Bang Kho laen,13.68839,100.51065,Entire home/apt,1923,28,16,2024-09-21,0.14,2,259,11,
1507375,One bed room comfortable condo,8008449,Sina,,Vadhana,13.70714,100.60281,Entire home/apt,,1,0,,,1,0,0,
1522068,100 SQM Spacious 2BR - 450 m from RN03 station,8123510,Tatiya,,Chatu Chak,13.84279,100.56287,Entire home/apt,2254,2,272,2024-09-12,2.07,11,356,31,
1526123,Thong Lo Cozy Haven: Charming 60 sqm Home,1774390,Add,,Vadhana,13.73767,100.58381,Entire home/apt,2100,3,43,2024-06-19,0.33,2,336,2,
1547429,บ้านใกล้สุวรรณภูมิ ตรงข้ามแอร์พอร์ตลิ้งบ้านทับช้าง,8243802,Prare,,Saphan Sung,13.73667,100.69141,Entire home/apt,,1,0,,,1,0,0,
1560067,Central Bangkok closed by Sathorn,7667490,Egg,,Sathon,13.72053,100.53854,Entire home/apt,,180,85,2016-04-16,0.63,1,0,0,
1571204,Vintage Elegance in the Heart of Bangkok,8214044,Evan From Sanctuary House,,Sathon,13.72052,100.54682,Entire home/apt,1063,1,342,2024-08-31,2.57,8,325,21,
1585084,Luxury 3 Bedrooms Suite @BTS Phrompong,8444643,Kiattisak,,Vadhana,13.73616,100.57224,Entire home/apt,6500,100,46,2019-02-26,0.36,59,365,0,
1589614,็Home with club house,6364900,Somkid,,Pra Wet,13.72352,100.6536,Entire home/apt,,1,0,,,1,0,0,
1621954,Baan Nampetch Hostel(Doublebed W),8626494,Paula,,Phra Nakhon,13.76163,100.50231,Private room,950,1,243,2024-02-08,1.83,6,365,5,
1629978,iSanook Eco Studio 7,8663142,ISanook,,Bang Rak,13.7331,100.52327,Private room,1850,30,22,2024-05-27,0.17,56,276,1,
1630348,BANGKOK HUB DORM public transport,8664261,Kriengkrai,,Sathon,13.7155,100.51498,Shared room,,2,27,2019-08-01,0.21,6,0,0,
1630813,iSanook Suite Deluxe 45 sqm 1,8663142,ISanook,,Bang Rak,13.73228,100.52204,Private room,2900,30,11,2023-09-27,0.08,56,333,1,
1630920,iSanook Studio 32 sqm 6,8663142,ISanook,,Bang Rak,13.73241,100.52168,Private room,,30,23,2018-01-11,0.17,56,323,0,
1631106,iSanook Family Suite Deluxe 67 sqm 1,8663142,ISanook,,Bang Rak,13.73195,100.52318,Private room,,30,34,2023-01-24,0.26,56,252,0,
1638413,Cool Studio 1 walk 5 min to BTS. S. Taksin,2129668,Wimonpak,,Sathon,13.71637,100.51592,Entire home/apt,801,1,229,2024-08-21,1.71,45,174,1,
1642375,"DeluxeStudio45sqm,King,Kid’sClub,Terminal Rama3",8717079,John From Chatrium Sathon,,Yan na wa,13.70249,100.53757,Private room,3085,1,1,2019-09-22,0.02,14,314,0,
1645379,Heart of Bangkok,8191888,Nan,,Vadhana,13.73944,100.55863,Private room,1325,30,7,2016-03-15,0.05,6,365,0,
1645397,Private Apartment,8191888,Nan,,Vadhana,13.73972,100.55779,Private room,1325,30,20,2016-06-23,0.15,6,365,0,
1647608,iSanook Suite 34 sqm 1,8663142,ISanook,,Bang Rak,13.73288,100.52328,Private room,2000,30,16,2023-02-24,0.12,56,324,0,
1657411,Near Suvarnabhumi Airport,8362130,Luckana,,Lat Krabang,13.719,100.73172,Entire home/apt,1239,1,63,2020-02-28,0.48,2,365,0,
1661636,City Center Retreat | Private Bathroom | A/C,1927968,Evan,,Sathon,13.720548,100.54697,Entire home/apt,800,1,232,2024-08-30,1.74,50,322,18,
1662207,unit A-Sweet Studio- 2 guests,8807437,Oillie,,Bangkok Yai,13.74266,100.47679,Entire home/apt,1650,1,9,2023-01-08,0.07,11,364,0,
1665776,1 Bedroom with Twin Beds- 2 guests,8807437,Oillie,,Bangkok Yai,13.74286,100.47575,Entire home/apt,1950,1,4,2018-03-28,0.04,11,364,0,
1665970,1 Bedroom with a Double Bed- 2 guests,8807437,Oillie,,Bangkok Yai,13.74162,100.47567,Entire home/apt,1950,1,3,2023-01-06,0.11,11,364,0,
1666361,2 Bedrooms with two double beds for 4 people,8807437,Oillie,,Bangkok Yai,13.74308,100.47737,Entire home/apt,3000,1,1,2016-01-10,0.01,11,364,0,
1669918,Condominium 190 m2,8841731,Sylvain Et Takae,,Khlong Toei,13.72531,100.57165,Private room,,729,20,2019-01-05,0.15,1,263,0,
1685582,Urban Oasis: Tranquil Retreat in Central Bangkok,1927968,Evan,,Sathon,13.720785,100.547241,Entire home/apt,650,1,206,2024-08-29,1.55,50,344,21,
1704776,NEw Pro!!  Bungalow Bkk Centre,2129668,Wimonpak,,Bang Kho laen,13.69757,100.5288,Entire home/apt,1000,250,18,2017-08-03,0.14,45,365,0,
1765918,2BR apt in a cozy neighborhood,9279712,Jing,,Phaya Thai,13.77555,100.54237,Entire home/apt,1850,10,145,2024-08-20,1.10,3,259,11,
27934,Nice room with superb city view,120437,Nuttee,,Ratchathewi,13.75983,100.54134,Entire home/apt,1793,15,65,2024-09-17,0.43,2,362,1,
27979,"Easy going landlord,easy place",120541,Emy,,Bang Na,13.66818,100.61674,Private room,,1,0,,,2,0,0,
28745,modern-style apartment in Bangkok,123784,Familyroom,,Bang Kapi,13.75341,100.62305,Private room,,60,0,,,1,0,0,
35780,Spacious one bedroom at The Kris Condo Bldg. 3,153730,Sirilak,,Din Daeng,13.78823,100.57256,Private room,1286,14,6,2024-05-22,0.06,1,344,2,
48736,Condo with Chaopraya River View,222005,Athitaya,,Rat Burana,13.68556,100.49535,Private room,1467,3,1,2014-02-03,0.01,1,365,0,
55681,Sathorn Terrace Apartment(61),263049,Tor,,Bang Rak,13.71934,100.5176,Private room,1350,2,34,2024-04-17,0.21,7,365,5,
55686,Comfy bedroom near River pier & BTS  Taksin.,263049,Tor,,Sathon,13.71802,100.51539,Hotel room,1350,2,210,2024-03-24,1.27,7,365,2,
62217,Luxury@swimpool/FreeWiFi/nearJJMkt,302658,Srisuk,,Phaya Thai,13.79223,100.53936,Private room,,1,0,,,1,0,0,
69046,"Cozy and spacious 1BR with great view, LT rent",272478,Jean,,Chatu Chak,13.80956,100.56378,Entire home/apt,1369,90,18,2018-05-09,0.11,1,358,0,
105042,Central Bangkok 3 Bedroom Apartment,545890,Henry,,Khlong Toei,13.73378,100.56303,Entire home/apt,5347,28,147,2020-01-07,0.93,1,251,0,
113744,River View - Ivy Condo (1 Bedroom),578110,Muay,,Rat Burana,13.68568,100.49231,Private room,1304,30,0,,,1,365,0,
121410,"MetroPoint Suite Room, Near Airport",610315,Kasem,,Bang Kapi,13.76747,100.63287,Private room,1190,1,6,2024-04-15,0.30,3,357,5,
145343,Boutique Rooms Near Bangkok Airport,703944,Parinya,,Lat Krabang,13.721868,100.771713,Private room,1200,1,71,2024-07-10,0.59,1,365,22,
156583,Studio near Chula University/Silom walk to MRT,58920,Gael,,Bang Rak,13.7285,100.52313,Entire home/apt,1090,7,72,2024-08-27,0.47,2,138,7,
159355,Nice and Cozy Room @ Sathorn Area,764690,Wirat,,Sathon,13.71448,100.5452,Entire home/apt,,2,0,,,1,0,0,
166267,1 bed apartment near Chula Uni walk to MRT Samyan,58920,Gael,,Bang Rak,13.72796,100.52417,Entire home/apt,1290,6,79,2024-08-19,0.51,2,170,4,
169285,Stay at the ROARING RATCHADA!,806600,Frances,,Huai Khwang,13.78118,100.58349,Private room,,1,0,,,1,0,0,
169514,2br apt in Sukhumvit Asoke near BTS,729617,Kanchuya,,Vadhana,13.74382,100.55956,Entire home/apt,1630,90,0,,,1,365,0,
172332,Tranquility found in busy Bangkok near new skytran,822284,Rae And Charlie,,Bang Sue,13.83148,100.52102,Entire home/apt,1050,3,25,2024-03-08,0.18,7,177,2,
241416,Sukhumvit52 near SkyTrain to BkkCBD,960892,Vajirune,,Khlong Toei,13.7039,100.59703,Private room,2119,3,0,,,1,365,0,
296960,Luxury&Comfy wthWifi walk-distance to Subwy-Malls,175729,Mitch & Mam,,Chatu Chak,13.80926,100.56892,Entire home/apt,,358,56,2019-08-04,0.37,1,0,0,
313459,One Bed Room at Sukumvit 50 Bangkok,1611711,Nichapat,,Khlong Toei,13.71626,100.56831,Private room,,1,0,,,1,0,0,
320014,2-BR condo near BTS on Sukhumvit Rd,843854,Anshera,,Khlong Toei,13.7281,100.57318,Entire home/apt,1630,30,72,2024-06-30,0.47,1,60,2,
384924,Oasis in the heart of Bangkok,1667508,Siriwipa,,Ratchathewi,13.75052,100.55566,Entire home/apt,815,90,95,2023-01-31,0.65,1,119,0,
385130,City Center | Subway | Private Bath | AC,1927968,Evan,,Sathon,13.720548,100.54697,Entire home/apt,800,1,427,2024-08-13,2.80,50,326,14,
385278,Nice River View Condominium 30 sq.m,1928343,Chanvit,,Rat Burana,13.68426,100.49841,Private room,,1,0,,,1,0,0,
385979,Monthly rent 2Beds/2Baths quiet APT at BTS,1681901,Pornpan,,Khlong San,13.71905,100.50414,Entire home/apt,1728,30,81,2023-04-07,0.54,2,304,0,
390611,Sukhumvit apartment near Nana BTS,807406,Hollis,,Khlong Toei,13.74052,100.55237,Entire home/apt,815,2,211,2024-08-30,1.40,1,280,15,
393066,✺✺99 feet in the sky✺✺,1927968,Evan,,Sathon,13.720785,100.547241,Entire home/apt,771,1,470,2024-07-18,3.17,50,362,16,
397449,Cozy Studio Apt near Skytrain.(72/74),263049,Tor,,Sathon,13.71782,100.51622,Private room,1136,1,45,2024-08-13,0.30,7,361,5,
407381,3 minutes walk to Phrom Phong BTS,1463818,Amporn,,Vadhana,13.73675,100.57191,Entire home/apt,3521,7,14,2022-09-14,0.10,1,83,0,
413824,Central Oasis: Private & Light-filled EnSuite,1927968,Evan,,Sathon,13.720548,100.54697,Entire home/apt,800,1,368,2024-06-19,2.57,50,348,23,
428360,Big Studio ensuite private kitchen near to PK gym,2129668,Wimonpak,,Yan na wa,13.69673,100.53202,Entire home/apt,815,1,35,2019-03-04,0.23,45,328,0,
428421,2. Bangkok bright Apartment 201,2129668,Wimonpak,,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,2018-10-24,0.27,45,364,0,
428907,1.Bangkok great value Studio WIFI,2129668,Wimonpak,,Bang Kho laen,13.69977,100.52652,Entire home/apt,782,180,17,2023-11-27,0.12,45,270,3,
428950,BKK City Fab Luxx Studio free wifi @1194,2129668,Wimonpak,,Bang Kho laen,13.69874,100.528,Entire home/apt,750,1,131,2024-04-28,0.88,45,365,3,
430691,5. Bangkok Bright Apartment -WIFI1194,2129668,Wimonpak,,Bang Kho laen,13.70116,100.52309,Entire home/apt,850,1,29,2024-04-16,0.22,45,365,2,
430703,"6. Bangkok nice, cosy Apartment 201 near to PK gym",2129668,Wimonpak,,Bang Kho laen,13.69925,100.52624,Entire home/apt,850,1,55,2024-08-28,0.38,45,334,3,
430706,7. Bangkok big bright Apartment 402,2129668,Wimonpak,,Sathon,13.70289,100.5231,Entire home/apt,1269,365,8,2013-06-28,0.06,45,365,0,
432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,2148220,Marvin,,Sathon,13.71819,100.52668,Private room,1472,1,14,2017-02-23,0.10,4,267,0,
439051,Luxury Riverview Teakwood Apartment-Great Views :),2122791,Maam & Hermann,,Yan na wa,13.67317,100.54406,Hotel room,,2,120,2020-02-28,0.80,1,0,0,
441869,Furnished 1 br Sukhumvit21 MRT/BTS,699499,Jirarat,,Vadhana,13.74168,100.56219,Private room,1500,30,0,,,2,365,0,
441870,Spacious/Furnished room Sukhumvit21,699499,Jirarat,,Vadhana,13.74012,100.5617,Private room,1500,10,0,,,2,365,0,
449793,Ensuite Bright Studio-super WI-FI,2129668,Wimonpak,,Bang Kho laen,13.70089,100.52388,Entire home/apt,780,60,13,2014-11-01,0.09,45,82,0,
449826,Loft near Sathon/Silom - BTS SaphanTaksin,2129668,Wimonpak,,Sathon,13.70252,100.52313,Entire home/apt,700,180,43,2023-04-15,0.30,45,364,0,
450464,9. Bangkok Mini Stylish Studio 205,2129668,Wimonpak,,Bang Kho laen,13.70039,100.52806,Entire home/apt,790,1,53,2024-07-20,0.44,45,351,7,
527553,"Beautiful Apt @ Ratchayothin BTS, Free Wifi",2592798,Nokina,,Chatu Chak,13.82883,100.5703,Entire home/apt,,2,23,2016-02-21,0.15,2,0,0,
534241,Stunning 24th Fl Terrace Penthouse!,2625384,Mike,,Chatu Chak,13.80994,100.5651,Entire home/apt,3912,30,0,,,1,365,0,
580270,✴✴Colorful Room with Soaring Views in Center BKK✴✴,1927968,Evan,,Sathon,13.720785,100.547241,Entire home/apt,664,1,118,2024-08-31,0.99,50,255,12,
581755,Brand New room near Airport Railway,2864425,Urcha,,Bang Kapi,13.75056,100.60844,Private room,,5,1,2013-12-03,0.01,1,0,0,
605314,☀ ☼Sky bedroom with a smooth life view☼☀,1927968,Evan,,Sathon,13.720785,100.547241,Entire home/apt,850,1,457,2024-07-14,3.11,50,353,23,
605343,✬Sweet Dreams in the Center of Bangkok@Sky House✬,1927968,Evan,,Sathon,13.720785,100.547241,Entire home/apt,700,1,239,2024-08-17,1.67,50,340,9,
608624,Big Jacuzzi+BTS/BRT+wifi 300mbps,2940438,Kinifrog,,Thon buri,13.71699,100.4783,Entire home/apt,1350,14,6,2024-09-09,0.29,21,307,3,
688013,1 BR Near BTS WIFI/POOL/FITNESS (B),1780407,Feb,,Bang Na,13.67823,100.61683,Entire home/apt,808,29,150,2024-08-26,1.03,6,315,3,
691478,Studio ๏ Affordable comfort,3533863,Sarasinee,,Phaya Thai,13.78887,100.56009,Entire home/apt,,30,4,2012-12-15,0.03,4,0,0,
691526,Studio with kitchen @ Ratchada,3533863,Sarasinee,,Phaya Thai,13.79032,100.56145,Entire home/apt,,1,0,,,4,0,0,
691540,SN Suite with 1 Bedroom,3533863,Sarasinee,,Phaya Thai,13.78997,100.56059,Entire home/apt,,3,0,,,4,0,0,
715652,Cosy 1 bed room service apartment!,3687435,Avinash,,Din Daeng,13.78777,100.56551,Entire home/apt,,1,6,2015-10-18,0.04,1,0,0,
722291,"1 bedroom apartment, Center Bangkok",1810415,Egidio,,Sathon,13.72109,100.53915,Entire home/apt,945,300,35,2022-06-17,0.26,3,269,0,
722660,"Bangkok View, Luxurious 1 bedroom,Sathorn.",3734436,Chok,,Sathon,13.70775,100.52693,Entire home/apt,1141,21,0,,,2,365,0,
723070,"One Bed apartmentm,The Seed Mingle condo, Bangkok",3734436,Chok,,Sathon,13.7195,100.53874,Entire home/apt,1467,21,2,2018-12-05,0.03,2,364,0,
729015,NEW River Condo Center BTS temples,3785867,Julia,,Khlong San,13.72077,100.51202,Entire home/apt,3247,360,36,2018-04-30,0.25,2,364,0,
736372,Luxury Condo @ The Heart of Bangkok,3843977,Marc,,Vadhana,13.74283,100.58651,Entire home/apt,1858,180,0,,,1,365,0,
742693,Nice 1 Bed 5 mins walk Thonglor BTS,3888806,Nulek,,Khlong Toei,13.72008,100.58139,Entire home/apt,1630,2,1,2023-12-22,0.11,1,358,1,
758483,Thong Lo Living: Stylish/Spacious 90 sqm Apartment,1774390,Add,,Vadhana,13.73595,100.58375,Entire home/apt,2500,3,63,2024-09-03,0.44,2,266,1,
768019,"Luxury 3BR+ Pool Villa for 6-10, great location",2975807,Ingo,,Vadhana,13.73668,100.56693,Entire home/apt,12000,28,4,2023-04-30,0.03,1,269,0,
788043,Thonburi  APT @Sky train,4070562,Ben,,Khlong San,13.72101,100.50378,Entire home/apt,720,30,96,2024-03-12,0.67,3,114,5,
808870,Chambre privée en condominium,4255924,Arnaud,,Khlong Toei,13.73684,100.55488,Private room,,7,0,,,1,0,0,
811670,Lovely quaint Bangkok home,4268095,Ann,,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,30,2024-01-03,0.21,1,363,3,
818612,Budget price but 5 star value near new skytrain,822284,Rae And Charlie,,Bang Sue,13.83148,100.52151,Entire home/apt,1050,3,12,2024-02-03,0.09,7,123,4,
820395,Cosy cottage in garden setting near new skytrain,822284,Rae And Charlie,,Bang Sue,13.83026,100.52082,Entire home/apt,700,7,14,2024-01-19,0.10,7,362,1,
822214,Jade House overlooking Pool near new skytrain,822284,Rae And Charlie,,Bang Sue,13.83123,100.52215,Entire home/apt,1500,3,30,2024-09-02,0.21,7,138,4,
837342,Studio with breakfast ๏ Bangkok,3533863,Sarasinee,,Phaya Thai,13.78832,100.56145,Private room,,3,0,,,4,0,0,
851956,Great bright&spacious 1B BTS Onnut,4100838,Siri,,Phra Khanong,13.70468,100.6032,Entire home/apt,1200,14,42,2024-07-29,0.30,3,333,3,
852063,2BR Apt. near Sathon Silom-free WIFI,4396467,Sujin,,Yan na wa,13.71784,100.54881,Entire home/apt,1900,90,26,2023-01-05,0.18,3,358,0,
852308,วรภาดา น้อยพันธ์,4414621,Catroom,,Bang Rak,13.73056,100.52502,Private room,,1,0,,,1,365,0,
858311,"Riverview penthouse duplex, 5 Pers, taxi included",4491588,Donzo,,Khlong San,13.722420692443848,100.50871276855469,Entire home/apt,3995,2,348,2024-09-24,2.46,1,236,58,
858338,✩Vibrant street✩Cozy n Cool near MRT Silom/center✩,1927968,Evan,,Sathon,13.720785,100.547241,Entire home/apt,800,1,303,2024-08-11,2.14,50,335,15,
861105,Home Sweet Home For Your Family near new skytrain,822284,Rae And Charlie,,Bang Sue,13.83235,100.5228,Entire home/apt,1600,3,52,2024-08-24,0.37,7,105,7,
863341,1BR Condo-BRT to BTS Chong Nonsi,4474838,Sue,,Yan na wa,13.67907,100.52887,Entire home/apt,880,28,28,2024-04-30,0.23,4,365,1,
